text,label
kesinlikle tavsiye ederim alıp ilk kahvemi içtikten sonra neden bu zamana kadar cezveyle uğraşmışım diye düşündüm..o kadar kısa sürede hpişiriyor ve o kadar lezzetli ki anlatamam alın hak vereceksiniz.ayrıca beklediğimden büyükmüş.dış görüntüsü de yaptığı kahveler kadar harika.,positive
cihaz iyi durumda herhangi bir sorun yok fakat içinden eu plug yerine asya plug mevcut. düzgün bir priz kafası gönderilmesi gerekmektedir. bundan dolayı 1 yıldız,negative
"kızıma doğum günü hediyesi olarak almıştım, telefonda ne ararsanız var ,eksik hiç bir özellik göremedim,hızı ve kamerası da yeterince iyi.",positive
"daha öncede kullanmıştım, kullanım kolaylığı fiyatına göre kaliteli bir ürün olduğunu söylemek istedim hayırlı olsun.",positive
bu kitabı kesinlikle doğum öncesinde edinin ve hatim edin. doğumdan bir süre sonra artık bazı konularda kitap geride kalıyor ve neden daha önce okumadım diyebiliyorsunuz. bebeğinizin belli bir alışkanlık kazandıktan sonra kitaptaki kuralları uygulamada başarısız olabiliyorsunuz!,positive
yıllardır kullanırım hiçbir sorun yaşamadım çevremde herkese tavsiye ettim onlarda aldılar herkes çok memnun gönül rahatlığı ile alınabilecek tek düzleştirici,positive
"ürün çok basit gibi görünsede kullanışlı, çok işimize yaradı. tavsiye ederim. mıknatıslı oluşu ürüne daha fazla kullanım kolaylığı katmış. beğendim yani",positive
arastırarak aldım coğo süpürgeye göre cok iyi sesi biraz fazla ama temizliğine değer,positive
parfumu eşime aldım sevdıgım bır kokuydu gayet güzel ve orjınal uzun süre kokuyor fazla sıkmaya gerek yok kalıcı ve hoş bır kokusu var tavsıye ederım . sparısı verdıkten hemen 1 gun sonra elıme ulastı,positive
bu ürün yağ ve filtreler değişiminde kullanılıyor. yağ değişimlerinde aracın yağı değiştiği için aracın sesi daha az çıkar.motor sesi̇ni̇n azalmasi motor yağindan kaynaklaniyor.ama zamanla motor yağı aşındığı için motor sesi eski halini alır. borun faydası olup olmadığını anlamadım çünkü araçta değişen bir şey farketmedim. faydası olup olmadığını anlamak için aracı bilgisyara bağlamak lazım başka türlü kesinlikle anlaşılmaz. birazda bu durum psikolojik sanırım. kendimizi faydası olacak diye kandırıyoruz. kimse sihirli bir şey beklemesin.,negative
çözünürlük ve cihaz kalitesi müthiş ???? bu fiyata daha iyisi yok... küçüklüğü ve dahili bataryası da çok iyi ????,positive
ilk olarak tavsiye ederim kurulumda biraz zorlandım ama sonunda kurduğumda çok güzel bir ürün çıktı diğer arkaşların dediği gibi bende üst rafı biraz yukarıya montaj yaptım,positive
ürün çok kullanışlı ve şık duruyor.,positive
küçük ama etkili :),positive
i̇lk bu parfümü 1995 yılında arkadaşımda farketmiştim ve o yıldan beri kullandığım 3 parfümümden biri.tam bir yaz kokusu fresh ve cool şiddetle tavsiye ederim...,positive
ilk çocuğumuz bu şampuanla büyüdü ikinci çocuğumuzuda bu kaliteli üründen mahrum bırakmak istemedik fiyat kalite oranı çok çok iyi,positive
ürün 2 gün önce eve geldi. tam beklediğimiz gibi kumaşı gayet kaliteli şık duruyor şürüşü de  iyi. uygun fiyata kalite isteyenler için çok iyi tavsiye ederim kesinlikle.  teşekkürler hepsiburada.,positive
"cok gerekli bir urun değil ama puzzle yapanlar için, topla - kaldır - yeniden aç, fena fikir değil ama eviniz müsaitse ve mumkunse kontaplak üzerinde yapmak daha kullanışlı",negative
"ürün harika; elinize alıp gördüğünüzde daha fazla para vermediğinize sevineceksiniz.  ancak diğer arkadaşların da önerdiği gibi bir beden büyük alın !!!  l beden kalmadığı için m aldım.(dar gelmesini, xl alıp bol gelme ihtimaline tercih ettim ) avuç içi ölçüsü 8 cm olmasına rağmen biraz küçük geldi. kargo sorun çıkarmazsa kapıda deneyin:) değiştirmesi daha zahmetsiz olur.",positive
bu ürünü yaklaşık bir ay önce aldım. yorumları okuyup almıştım. çok tereddütlüydüm gerçekten. ama kesinlikle çok memnun kaldım. saçımı çok güzel düzleştiriyor. benim saçlarım kalın telli asi ve dalgalı. çok kabarıyor ve beni rahatsız ediyor. fönsüz kullanamıyorum. haftada en az 2-3 kez kuaföre giderdim. artık kuaföre ugramıyorum bile doğru dürüst. kesinlikle mükemmel bir ürün. kardeşimle birlikte kullanıyoruz. onun saçları ince telli ve kıvırcık. onda da çok iyi sonuç verdi. herkese tavsiye ediyorum.,positive
"eski tip vakumlu poşetleri kullanması zordu, bunun kapatması çok pratik dolasıyısıyla ürünü de daha kullanışlı hale getiriyor.",positive
"whiskas mamanın kalitesini tartışacak halimiz yok :) ben cuma günü sipariş verdim ve kendi kendime ""3 gün kargo sürse, zaten cumartesi pazar tatil, pazartesi çalıştığım yere getirirler"" dedim. cumartesi öğlende telefon açtılar kargonuz geldi diye :)) dedim dursun sizde, pazartesi gelir şubeden kendim alırım :)",positive
bebişimiz bir süre hastanede kaldı çıktığından beri bunu kullanıyoruz hiç sorun yaşamadık kesinlikle molfix derim ayağına gelsin :),positive
başarılı . . . .,positive
nokia kalitesi yine çarpıcı bir şekilde karşımızda . özelliklerine göre küçük ve kullanışlı . fakat tek kusuru dokunmatih ekranı çok hassas değil seçim yapmak için ekrana bastırmak gerekiyo.,positive
"kitap gercek anlamda cok güzel ve okunması gerekli kitaplardan,umarım kampaya  olur gecen olmustu kacırmıstım.. hepsiburada  mutlaka  bir kampanya  yapar diye düşünüyorumm :)",positive
tşkler kisa sürede eli̇mi̇ze ulaşti.... güveni̇li̇r si̇te,positive
ben ağırlık çalışmaya yeni başladım. bu ürün de tam istediğim gibi. biraz küçük ama benim elime tam sığıyor. eliniz büyükse biraz sorun yaratabilir. süngerli olması elinizi ağrıtmıyor. bence yeni başlayanlar için ideal bir ürün. kargo bedava fırsatını kaçırmayın derim.,positive
13 yaşında oğlum için aldım .gayet memnun bence fiyatına göre gayet güzel bir ürün.paten almak isteyenlere  tavsiye ederim.,positive
hızlı kargo iyi satıcı teşekkürler,positive
parfümün kokusu gerçekten çok güzel ve etkiliyici.fakat bana gelen parfüm orijinal değil.çünkü kokusu hiç kalıcı değil.hemen uçup gidiyor. doldurma parfümler bile daha kalıcı.,negative
parfümün kokusu çok güzel fakat kalıcılığı 3-4 saat sürüyor,negative
hp compaq bilgisayar kullanıyorum çok fazla ısınıyordu. şimdi bu soğutucu ile ısınma  olmadan bilgisayarımı kullanabiliyom.,positive
2 adet aldım. masa üstü için güzel. boyutu iyi yazılar okunaklı ancak sadece tam karşıdan bakıldığında görünüyor. yan açılardan bakınca yazılar kayboluyor. 2 aa kalem pil ile çalışıyor piller kutudan çıkmıyor.  tarih ve ingilizce gün yazıyor. diğerini başucuma koydum. sürekli görünen radyolu modelim de var ama ışığı rahatsız ediyordu. bunun ışığı kontrollü bana daha uygun ancak gece yakınca gözünüzü alacak kadar yanıyor. alarm denemedim. bence keyifli bir ürün.,positive
herkes almasın ya... :) güzel bir ürün... özellikle bayanlar soruyor markasını.. ama siz yine de almayın.. fazla yayılmasın... sonra alışılmış bir koku olur,positive
soğutucu cok iyi soğuması mükemmel sonuncu standa getirdiginizde daha iyi soğutuyor,positive
fiyat performans açısından mükemmel. güçlü bir ışığı var. mükemmel.,positive
kargo güzel ter temiz geldi risk yaparak aldim ve beni yaniltmadi koku günlük değil tam kiş aylarinin kokusu gece ve ya akşam için mükemmel böyle cesaretine cesaret katan bi ürün,positive
düşündüğümden önce elime geçti. 8.de kargolanır dediler 8 inde sabah 11 gibi teslim aldım. paketi açmadan önce imei sorguladım sıkıntı yok huawei den garantisini sorguladım yine paket izerindeki imei numarasından oradada sorun yok.. on numara teslim ettiler yani. tavsiye edermiyim tabiki......,positive
"gerçekten faydasını gördüm,dirseğimde belirgin bir rahatlama hissediyorum. bu güne kadar kullanmış olduğum benzerlerinden daha kaliteli olduğunu söyleyebilirim şöyle ki herhangi bir defarmasyon yada amaç kaybına uğramıyor.",positive
biz 60/120 mobilya yatak icin aldik tam oldu gayet guzel bir ürün. kısa sürede teslim edildi. disindaki koruyucu alez gayet guzel. tavsiye ediyoruz.,positive
geldiği gün indüksiyonlu ocakta patates kızartıp denedik. tavanın altına sızan yağ yanık lekesi oluşturdu. temizlemek mümkün olmadı. tavanın içi tamam ama altını temizlemek sorun. i̇ndüksiyonsuz pek çok tefal tava tenceremiz var altlarını tek süngerle temizleyebiliyoruz ancak bunu ovmakla filan temizlenmedi.,negative
güzel eldiven beyendim..,positive
harika bir ürün. abimde aynısı vardı. şimdi ablama doğum günü hediyesi olarak aldım. memnun kalıcaksınız. birde aynısından kuzenimde de vardı.  ailecek kullanıyoruz. kesinlikle düşünmeden alın derim.,positive
hızlı kargo en ekonomik fiyat..,positive
"ürün beklentiyi karşılıyor, gayet hızlı pişiriyor lakin kullanılan plastiğin yapıştırıldığı yer biraz çıkıntılı, sadece estetik olarak takıntınız varsa biraz rahatsız edebilir. tam bir fiyat/performans ürünü denilebilir.",positive
bende oğluma bunu hediye etmek istiyorum. genç insana ne kadar uygundur bilemiyorum ama bir ara konuşurken bu markayı telşaffuz ettiğini duydum... umarım hayal kırıklığı yaşamam.,positive
"çocuğum doğduğundan beri prima kullanıyoruz, bir ara başka bez denedik memnun kalmadık, primayla devam...",positive
2 kedimin de çok hoşuna gitti. daha önce  tarak kullanmadım kedilerime ama bundan iyisinin olabileceğini sanmıyorum.,positive
+ üst tarafın elekli olması,positive
prima zaten kendisini piyasaya kabul ettirmiş. çok kaliteli bir marka yıllardır çocuklarım için kullanıyoruz çok memnunuz. teşekkürler,positive
yıllardır asetat kalemleri kullanırım. hepsiburada da çok uygun fiyatlı.dışarıda 2 ytl den satılıyor. her alışverişimle birlikte bu kalemlerden alırım. çünkü çok üzun süre gidiyor.,positive
"ürün oldukça hızlı şarj ediyor. şuana kadar kaç kere dolum yapabileceğimi ölçemedim ama çok tatminkar olduğunu söyleyebilirim. bence önemli bir dezavantajı büyük ve kalın oluşu, cebinizde taşıyabileceğiniz bir ürün değil. ayrıca kendini şarj etmesi de 7 saat filan sürüyor. bunlar dışında sıkıntısız diyebilirim.",positive
ürün çok güzel tavsiye ederim,positive
"ürünü çok beğendim,yanında gelen cdden driverını yüklerseniz titreşimide oluyor.analogları oldukça yumuşak tabiki bir sony kol kadar iyi değil ama bu fiyata kaçmaz",positive
merhabalar.,positive
bizimki o kadar sevdi ki gece bulup lastiğini koparmış bile. minik bir düğümle sorunu çözdük ama biraz daha sağlam olsaydı daha güzel olabilirdi.,positive
hassas cildim icin en uygun urun oldu cok memnunum kaliteli,positive
annem dedektiflik romanları okumayı çok sever. ona hediye olarak aldım. kendi orijinal kutusunda kaliteli basım. görsel olarak tatmin edici. hikayelere gelince zaten  tartışılmaz güzellikte. kısa sürede elime ulaştı. hepsiburada  dan sürekli alış veriş ediyorum. çok güvenilir bir site. sipariş verdiğinizde bir sorununuz olduğunda müşteri hizmetlerini aradığınız zaman yardımcı oluyorlar. bir kaç kere siparişlerimi iptal etmek istediğimde bir sorunla karşılaşmadım. i̇ptal işleminin en fazla 15 dk ardından parayı tekrar hesabımda gördüm. tavsiye ederim.,positive
ürün verdiğiniz paraya fazlasıyla değecek şık bir ürün.,positive
ürünü sadece sepeti doldurmak için aldım denediğimde gerçekten müthiş sonuç verdi.,positive
ürün iki gün önce elime geçti ancak bugün kullanma fırsatı buldum. yazıcıdan çıktı aldım kağıt ve yazdırma kalitesi gayet iyi. fiyatın da uygunluğunu eklersek almaya değer. almak isteyenlere tavsiye ederim.,positive
çok hızlı bir gönderiyle elime ulaştı.hediyesi ıslak mendillerdi.hem ucuz hemde hediyeli daha ne olsun.,positive
telefon güzel kullanışlı tavsiye ederim,positive
şirketlere uzaktan güvenli bağlantı yapacak arkadaşlar için bir yorumum olacak. bağlantıyı bu cihaz yerine esas modem üzerinden yapmanız gerekiyor.,positive
seriyi dun sipari ettim bugun geldi  24 saatten kisa surdu bu cok mutlu etti beni merakla bekledigim bir seriydi kitaplari malzeme kalitesine bakacak olursak fiyatina gore gayet basarili az buz degil 5 kitap bu fiyata :) kitaplari okumaya başlayincada memnuniyetimin devam edeceginden şüphem yok.,positive
"iyi alışveriş, tavsiye edilir.",positive
"parfümler %100 orjinal, kesinlikle maksimum kalite. hızlı ve etkili bir gönderim oldu, erkek arkadaşıma ilk sevgililer günü hediyemi vermemde önemli bir rol oynadınız. daha nicelerine diyorum :)",positive
sabah sipariş verdim diğer gün sabah elime geçti ve ürün plastiği hoş duruyor ele batmıyor almanızı tavsiye ederim başka yerlerde aramanıza hiç gere kyok :),positive
- pil süresi: gün boyu aktif olarak kullanmama rağmen gün sonunda %20 gibi bir pil kalıyor.,positive
ürünü çokdan beri kardeşim kullanıyor. amatör ve yeni başlayanlar için çok iyi. kılıfınıda yanında verdiler. ucuz olmasıda yanında kar. hepsiburada güvenilir olduğu için her zaman burdan alışveriş yaparım,positive
1 saatte şarj olup normal kullanımla 25 saat şarjı gidiyor.,positive
hızlı ve güvenli bir alışveriş oldu. teşekkürler.,positive
son 50 sayfasını sürekli ağlayarak göz yaşları içinde okuduğum ilk kitap.yorumları okuduğumda abartıldığını düşünmüştüm ama benim gibi duygusal bir insansanız okurken ağlama garantisi verilir :) tabi ne demişler zevkler ve renkler tartışılmaz..,positive
aracımda kullandım vitesin ordaki konsol baya eskimişti yıpranmıştı güzelce zımpara yaptım yeterince pürüzsüz olunca iki kat uyguladım bir saat arayla boyandığı anlaşılmıyor nerdeyse hem gerçekten parlak bir siyahı var hem de pürüzsüz. ayrı bir tabaka oluştu resmen.,positive
güzel saat ama alırken mağazada bir bakmanız lazım derim çünkü fotograflardaki gibi boyutu büyük degil,positive
bu fiyatta mükemmel iş görür,positive
öncelikle çok hoş ve özel hissettiren bir koku.bir kez kullanınca vazgeçemeyecek ve bağımlısı olacaksınız kokunun.hele bir de kampanyalara denk getirip cazip bir fiyata da alınca (hepsiburada.com da olduğu gibi)daha da süper oluyor.bence bir deneyin derim.,positive
2 adet ürün siparişi verdim ve sagolsunlar tam sipariş verdiğim gibi aynı renklerde hediyeleri ile beraber gönderdiler.ürünlerden memnunuz teşekkürler hepsiburada,positive
"bu fiyata bu ürün çok iyi, çokta hızlı geldi. teşekkürler",positive
"ürün kısa sürede elime geçti ve köpeğim çok severek yedi, düşünmeden alabilirsiniz",positive
kampanya  dahilinde aldım. traş takımı çantası hediye olarak geldi. sürekli kullanılan bir ürün kullanım durumunu söylemeye gerek yok. hızlı teslimat ve güvenilir alışveriş. teşekkürler,positive
açıkcası ürünü tereddüt ederek almıştım..birde gold master olması beni almaya zorladı..ses mükemmel çıkıyo.gerçekten almanızı tavsiye ederim benim çok hoşuma gitti..emin olun sizde memnun kalırsınız..,positive
ürün çok kısa bi sürede geldi . görünenden daha iyi ve korumalı.,positive
gümüş renkli olan lg g5 telefonu aldım. lg türkiye garantili ve hiçbir sorun.güvenle alabilirsiniz.,positive
kargo gayet hızlı ulaştı. fotoğrafta göründüğünden daha güzel canlı bir kırmızı. tekerlekleri takmak zorladı çok zor giriyor ve zorlarken bir parçasını kırdım dikkat etmek lazım. bir de sırt bölmesini iyi sıkmazsanız sağa sola kayabiliyor. onun dışında fiyatına göre tasarımı çok şık ve kaliteli bir ürün.,positive
i̇yi yağ çözücü ama eldiven kullanılmazsa vucut yağlarınıda çözüyor:( elde yıkıma sonrası cilt kremine de ihtiyaç duyabilirsiniz ayrıca fiyat performans olarak üstüne yok ben kampayadan almıştım.,positive
çoğu yerden uygun fiyatlı ve spor mağazalarındaki ürünlerden daha kaliteli.,positive
bu ürünü dısarıdan almıstım burda daha ucuz ancak bir faydasını göremedik cay olarak güzel içimi hafif lezzetli ama sütü artırmadı belki sürekli kullanmak gerekiyor,negative
3 aylık bebeğimin seslere ve renklere olan ilgisini çekebileceğini düşünerek aldım ve çok memnun kaldım.bebeğim yattığı yerden çıngırağı salladığımda heyecanını görmeniz lazım?? almayı düşünenlere öneririm.küçük olması ve yer kaplamaması da avantaj.hepsi buradaya teşekkürler..,positive
ürün süper,positive
"çabuk yapışmıyor,bence çok olumlu,hatalı yapıştırmalara doğru uygulama için fırsat veriyor.ve hepsinden önemlisi yapıştığı yerden kesinlikle tekrar kopmuyor ve kırılmıyor.",positive
gerçekten fiyat kalite açısından değerlendirildiğinde oldukça kaliteli bir ürün. çok memnunum. tavsiye ederim.,positive
"-3000 mah pil ile 1,5-2 gün gider diye tahmin ediyordum ancak günde 1 şarj kaçınılmaz",positive
bir iphone kullanıcısı olarak telefondan çok memnun kaldım. çok hızlı bir telefon. kamerası profesyonel çekimler için uygun yapılmış. kısacası telefonu almak isteyenler hiç düşünmesinler.,positive
çizilen ekranı dışında herhangi bir sorun ile karşılaşmadım..yüksek resim çekme kalitesi ve hızlı internet erişimi ile bilgisayardan farkı yok..hafifliği de cabası..,positive
"şuan için herşey harika, ürün rahat kullanışlı ve konforlu. yer yadırgamama rahmen ilk gecem harikaydı. dilerim uzun süreli baktığımızdada memnun kalırız. çok teşekkürler.",positive
"evde denedik ufak bir yanık kokusundan başka hiç bir tüy vs aldığını veya seyrelttiğini görmedik.  bazı bayanlar epilasyon aleti yerine bu aleti kullandıklarını belirtmişler, zaten ana amaç olarak da lazer gibi seyreltmese bile daha rahat bir epilasyon olur diye sipariş etmiştik ancak hiç bir etkisini görmediğimizden memnun kalmadık...",negative
hızlı ve kaliteli...teşekkürler,positive
şimdiye kadar kullandıklarımızın en iyisi diyebilirim.  kullanışlı ve fiyatı da çok iyi. ben öylesine almıştım ama mutfağımızın vazgeçilmezi oldu. alacaklara tavsiye ederim.,positive
zamanında geldi. kolaylıkla taktık. bilgisayar hem hızlı hem de daha sessiz çalışıyor.,positive
mükemmel koordi̇ne edilen bir hizmeti almaktan oldukça memnunum.,positive
malzeme kaliteli ve ucuz bir o kadar da kullanışlı. cepler büyük bagajda ne varsa içine alıyor. eve de bir tane alıp oğlumun oyuncakları için kullanmayı planlıyorum.siteye teşekkürler,positive
makinayı eşime doğum günü hediyesi olarak aldım. performans olarak gayet iyi bir makina orta seviyenin üst düzeyi diyebilirim. düşünenlere tavsiye ederim zaten hepsiburada.com un kalitesini söz etemeye gerek bile duymuyorum. gayet başarılı bir teslim ve iyi ürün. teşekkürler.,positive
hızlı teslim bilinen ürün görselin aynısı teşekkürler....,positive
hizli şarj ediyor. urun orjinal samsung urunu. telefonla birlikte verilen orjinal şarj aletinin aynisi. hatta usb kablosunu sarmak icin ayri bir kalibi var.,positive
ürünü gerçekten beğendim ses kalitesi güzel ayrıca 5+1 destekleyen bir ses kartıda alırsanız gerçekten şahane oluyor.fakat hepsiburada.com dan aldığım bu ürünün ilanda belirtildiği gibi sonorus hoparlör ayağı gelmedi hala bekleme aşamasındayım...,positive
ben sıfır honda civic aracımda kullandım ve içim çok rahat.i̇yiki almışım.aracınızdaki değişimi göreceksiniz.herkese tavsiye ederim.,positive
"samsung markasının her alanda faaliyet göstermesi öncelikle bana""çift kazık yere batmaz"" ata sözünü aklıma getirdiği için çekinerek aldım. kullanmaya başlayınca çekincelerimin yersiz olduğunu anladım. a++ enerji sınıfı bir ürünü bu fiyata tedarik ettiği için hb teşekkürler.",positive
çok güzel bir ürün. yanlız kapasitesinin altında kart koyunca malesef içindeki ayraçları dik tutmak çok zor oluyor. ama çok şık bir ürün.,positive
ürün çok güzel fakat 1 den fazla sipariş verdiğinizde puzzle kesimleri birbirinden uyumsuz geliyor. yarısını düz yarısını ters kullanmak zorunda kaldık.,positive
1- ci̇haz i̇sterseni̇z 4 tane aa kalem pi̇li̇ şarj edebi̇li̇r. i̇sterseni̇z 4 tane aaa i̇nce pi̇li̇ şarj edebi̇li̇r. her i̇ki̇si̇ni̇ de takabi̇li̇rsi̇ni̇z.,positive
"bilgisayarlarımızdaki windows10 keyfini, windows10 mobilde'de devam ettirin. gerçekten harika bir telefon, bir telefondan isteyebileceğiniz herşey mevcut. geniş açı ön kamerası harika, arka kamerası özellikle aydınlık ortamlarda çok çok iyi. telefon performansı gayet iyi. windows phone lumiaların bir özelliği var, aylarca kullanın telefon aldığınız ilk günkü gibidir, hiç bir an kasmaz",positive
"bebeğimiz doğduğundan beri milupa aptamil kullanıyoruz. 1200 gr lık paket hepsinden çok daha hesaplı, hepsiburada fiyatı da çok çok iyi. marketlerde bu fiyata bulmak çok zor. kapınıza kadar teslim edilmesi de cabası...",positive
bu fiyata cok güzel bir saat hem okunaklı hem görünüşü güzel tavsiye ederim.,positive
telefonu henüz yeni kullanıyorum. kutu içeriğinde türkçe kullanım klavuzu çıkmıyor. batarya ilk kullanımda aydınlatma %100 ve otomatikte  iken 1 gün ancak dayanıyor.ekran geçişleri çok akıcı.andraoid 5.0 olarak geldi.,positive
ürünü almadan önce kullanmış olanların yorumlarından mat bir siyahlık vereceğini tahmin ederek aldım ve lastikten farklı olarak scooter motorsikletimin plastik aksamlarında (arka çamurluk yan kaplamalar) kullandım.mat siyah renkte olan bu aksamlara gayet kolay bir şekilde uygulandı ve beklediğimden daha güzel bir sonuç aldım.uzun lafın kısası  mat plastik aksamlarda bence gayet elverişli ve kullanılabilir.,positive
çok iyi olmuş,positive
"ürün mükemmel. paraya kıyıp mutlaka almanız gerekiyor, makinanızın güvenliği için.. hepsiburada dan aldım ancak  5li paket olmasına rağmen 4 adet çıktı. sebebini anlamış değilim.",positive
şimdilerde cep telefonu uygulaması boyutuna indirgenmiş olsa da 80ler ve 90ların ilk yarısında çocuk olanlar iyi bilir... hala satılıyor olduğunu görmek mutluluk verici. en gıcık olduğumuz yanı piyonları dizmekti :),positive
hem dudaklarınızı koruyor hem de hafif rengiyle ruj gibi dudaklara renk katıyor. oldukça kaliteli,positive
arkadaşlar inanılmaz güzel ve bir ürün... kardeşim dişçi yıllardır böyle bir ürün al dedi durdu.. geç bile kalmışım.. fiyatıda çok uygun...,positive
buradaki yorumlara bakarak aldım ama beğenmedim başka yerde okuduğum yorumlarda ilk 20 sayfa sabredin sonra çok güzel diyordu ben 50 sayfa okudum ama daha fazla gitmedi ben tavsiye etmiyorum,negative
ürünlerim 3 iş günü içinde elime sorunsuzca ulaştı. çantası oldukça işlevsel. başta tedarikçi olmak üzere tüm hepsiburada.com ailesine sağladıkları memnuniyet için teşekkür ederim ...,positive
"fiyatı nın uygun olması  sebebiyle alalım  dedik,  evimde iki erkek birde dişi yetişkin  kedimiz var  çokta seçiciler mama paketi açılmadan paketi parçalamak açmak için başından ayrılmadılar açıldıktan sonrada iştahlıca yiyorlar  kargo ve kargoya verilme hızı gerçekten mükemmel  bilğilendir mede mükemmel  çok teşekkürden başka bir şey gelmiyor elimizden sağolun varolun  daim olun. mehmet fethi çankaya",positive
ürün güzel ve kullanışlı bu paraya iyi bir ürün,positive
ürün elime geçti pırıl pırıl altın teşekkürler hepsiburada,positive
30.03.2012 de sipariş verdim.03.04.2012 de ürünümü teslim aldım.boyun fıtığı teşhisi koymuştular.gerçekten akşama kısmen rahat bir uyku uyudum.eve bir tane daha almayı düşünüyorum.,positive
kızıma okul hediyesi olarak aldım gayet başarılı ihtiyacı karşılayan almaya değecek bir telefon,positive
sinbonun kaçıncı çaycısı ve ketılı servisten gelmiyo resmen devamlı bozuluyo tabanı oturmaz tuşu basmaz parayı bir kere verin ve saglam bişey alın ve bakalit kokuyo çeligi iyi deyil,negative
kızım çok sevdi bütün gun odada tepesinden inmedi,positive
bu hıza şaşırdım doğrusu... on numara!,positive
uygun fiyatli ve amacina uygun bir makina,positive
eli̇mi̇ze ulaştirana kadar emeği̇ geçenlere teşekkürler. çok güzel bi̇r ürün. kargo fi̇rmasina da teşekkürler hizli geldi̇..,positive
çok güçlü değil ama kesinlikle işe yarıyor. hiç bir güç uygulamanız gerekmiyor. bence rahatlık...,positive
nasıl okudum nasıl bitti farkına bile varmadım. hem şaşırdım aaa bunlarmı olmuş diye hemde hüzünlendim beni aldı götürdü muhteşem bir kitap okunması gereken ilk 10 kitap arasında olmalı bence şiddetle tavsiye ediyorum :),positive
güzel... fiyat ve prforması bu paraları eder....,positive
beklediğimden daha çok kaliteli ve epey de sıcak tutuyor. ürünü almayı düşünenlere tavsiye edebileceğimi söyleyebilirim. hele ki indirimli fiyatı ile mükemmel.,positive
"fiyatına göre çok iyi bir ürün kullanmayı bırakmadan evvel faydasını anlayamamıştım ancak ürün biteli 2 ay oldu ve şimdi faydasını daha iyi anladım.morluklara iyi geliyor şişkinliği alıyor, yoğun kırışıklığım olmadığından o konuda birşey diyemiycem.",positive
ayrıca kullanımı çok rahat ve büyük olması oyuncular için dezavantaj değil parmakları bükmeden kasılmadan saatlerce oynamak mümkün.,positive
ürünü iki gün önce aldım. daha öncede kullanmıştım buüründen gerçekten sade ve kullanışlı bir kulaklık tanıtımıda çok basit. almayı düşünenlere tavsiye ederim . yanında şarj cihazı ile geliyor.,positive
"icinden cikan duy lambaya ozel fakat guclu bir ampul takinca veya biraz isindiginda ucuz plastik oldugundan koku saliyor..tuzun icinde oldugu icin anlasilmayabiliyor ama cikarinca anliyorsunuz.sagliginiz icin duyuda porselen olaniyla degistirmenizi tavsiye ederim.aldiktan sonra zamanla modifiye edebilirsiniz, eksik gelen bir parca yoktu ben memnun kaldim..",positive
guzel urun memnun kaldim emeginize saglik,positive
"biraz tedirgin olarak aldım. çünkü kokusunu duymadan almak biraz saçma gelmişti ama yorumlara güvendim. aldığımda da hiç pişman olmadım. normalde hafif koku seven birisiyim, ama bu koku hakikaten çok güzel fiyat olarakda mükemmel bir fiyatı var. herkese tavsiye ederim.",positive
ürünün ilk olarak değiştirilebilir bir sigortası yok yani aşırı yüksekte ürünün ömrü tek kullanımlık olacak.ikincil olarak:fiyatının aşırı pahalı olmasından dolayı verdiğiniz ücrete değmiyor.çünkü tüm bu tür ürünlerin özellikleri aynı belli bir joule değerinde akımın geçmesine izin vermemeleri amacıyla üretilirler.düşük akım koruması olarak ise en güvenilir yöntem ups kullanmaktır.,negative
performansı da gayet iyi.,positive
piyasanın yarı fiyatına aynı kalite. tşkler,positive
uygun fiyat ve hızlı kargo. teşekkürler hb,positive
finish makine temizleyici bence piyasadaki diğer makine temizleyiciler arasında en iyisi. tek kullanımda bile farkı görüyorsunuz. ayrıca fiyatı hepsiburada.comda çok uygun.,positive
"kanallari siralamak çok basi̇t, kullanma klavuzuna bakmaya gerek yok herşey ekranda yaziyor.",positive
ürünü alıp aracıma kendim taktım biraz zor oluyor ama bitince değiyor doğrusu. oldukça kaliteli bir duruşu var. herkese tavsiye ederim,positive
"ürün saçlarımı hemen düzleştiriyor, beni hiç uğraştırmıyor. üstelik de saçlarımı kırmıyor ya da yakmıyor. bence super kaliteli bır ürün. kesinlikle tavsiye ediyorum",positive
ürün sıfır ve orjinaldir.,positive
herzaman ki gibi zamanında ve hızlı kargo..kolye oldukça şık tasarlanmış ve ürün görseli müthiş..hassas ve detaylı el işçiliği ile yapılmış garantili olmasıda cabası..hiç düşünmeden alın derim...teşekkürler hepsi burada.com. :),positive
harika bir cihaz özelliklerini sıralamama gerek yok biliyorsunuz zaten,positive
"hızlı kargo , sorunsuz ürün , uygun fiyat. 6 kg aldım resimlere göre oldukça büyükler.",positive
en doğru-en günenilir en dürüst hizmet veren site hb.ürün görseli ne ise o geliyor.teşekkürler iyi çalışmalar sevgili arkadaşlar.,positive
ürün fiyatına göre gayet güzel çalışıyor. elinizde nerdeyse kalem hissi veriyor. tak-çalıştır kullanabildim.,positive
"i̇lk oğlum hiçbir emziği kabul etmedi, ikinci oğlum da pek niyetli değildi ama bu emziği en azından ağzına alıyor ve kullanıyor, fiyatı diğerlerine göre çok yüksek, eğer bir sürü emzik denemenize rağmen almıyorsa bunu deneyebilirsiniz..",positive
